keywords,title,creator,abstract,year,journal_title,license,link,query
byzantium,"«BYZANTIUM AFTER BYZANTIUM», OR THE IMAGE OF THE SECOND ROME THROUGH THE PRISME OF THE THIRD",,"Since the twenties of the last century in various fields of the Greek culture (in the works of A. Papadiamandis in bélles-léttres, of Ph. Kontoglou and N. Pentzikis in iconography and painting, D. Pikionis in architecture, B. Tatakis, Ch. Yannaras, J. Romanides, J. Zizioulas and others in philosophy and theology) one may see development of a tendency which may be characterized in a first approximation as “Neo-Byzantinism. In a measure with movement might be connected with a failure of the political project that had its beginning in the Greek revolution of 1821 and its tragic result in the destruction of Greek communities in Asia Minor in 1923 (after in Constantinople too). In general the principle of Neo-Byzantinism might be formulated as following: Greece is not an ordinary nation and cannot build its identity according to the model of a neo-European national state (in spite of just this process actually proceeds in 20th c.). Paradoxically the fundamental principle of Greek culture is recognized in Byzantine Orthodoxy as supra-territorial and moreover supra-ethnic cultural model. Many of mentioned Greek authors find the detailed development of philosophical, theological, artistic aspects of this model in the writings of Russian religious philosophers and byzantinists of 19 and 20th c. from the early Slavophiles (like I. Kirejevsky and A. Khomyakov) up to Russian emigrate authors (mainly in Paris) like G. Florovsky, V. Lossky, L. Ouspensky. It’s very meaningful that Greek intellectuals “recognize in writings of representatives of “the Third Rome the image of “the Second Rome’s culture; they receive it as own (unlike to, for example, the “western one). So Basil Tatakis discovers the Byzantine type of spirituality in the works of I. Kirejevsky, F. Dostoevsky, N. Berdiaeff (the last chapter of his famous “Byzantine Philosophy “Byzantium after Byzantium is devoted to Russian culture that has preserved the spiritual tradition of Byzantium). So Ch. Yannaras recognizes the Byzantine type of sociality in a Russian Orthodox parish in Paris.",2017.0,,OPEN,,byzantium
byzantium,"Βιβλιοκρισία:D. KRALLIS, Michael Attaleiates and the Politics of Imperial Decline in Eleventh Century Byzantium, [Medieval and Renaissance Texts and Studies 422, Medieval Confluences Series 2], Tempe, Arizona 2012",,"Βιβλιοκρισία:D. Krallis, Michael Attaleiates and the Politics of Imperial Decline in Eleventh Century Byzantium, [Medieval and Renaissance Texts and Studies 422, Medieval Confluences Series 2], Tempe, Arizona 2012",2015.0,Byzantina  Symmeikta; ΒΥΖΑΝΤΙΝΑ SΥΜΜΕΙΚΤΑ 24; 359-364,OPEN,,byzantium
byzantium,Commenting and compiling medical literature in the Byzantine period of Late Antiquity and Early Middle Ages,S. V. Stanevich; I. G. Nazarova,"The transmission of medical knowledge played an important role in the history of medicine. Historically, the first medical texts were created in ancient Greek and Latin. The article examines the ways in which medical knowledge recorded in primary sources, mainly the works of Hippocrates and Galen, was further spread in subsequent epochs and beyond the geographical boundaries of its origin, namely, commenting and compiling. These methods were used everywhere in Europe, Asia, and the Middle East, but the authors limit their consideration mainly to Byzantium. A brief overview of the development of medicine in Byzantium is given, and the history of the comprehension and transmission of medical knowledge through commenting and compiling is considered. The authors concern the role and significance of some outstanding Greek commentators and compilers of medical literature, whose names have been preserved in the history of medicine. The role of Byzantium as an important link in the global progress of medicine is substantiated.",2023.0,,OPEN,https://doi.org/10.34680/2411-7951.2023.4(49).347-351,byzantium
byzantium,"Βιβλιογραφικό σημείωμα: The Reception of Byzantium in European culture since 1500, edited by P. MARCINIAK and D. C. SMYTHE, London and New York 2016 (first issued in paperback 2019)",,"Βιβλιογραφικό σημείωμα: The Reception of Byzantium in European culture since 1500, edited by P. MARCINIAK and D. C. SMYTHE, London and New York 2016 (first issued in paperback 2019)",2021.0,Βυζαντινά  Σύμμεικτα; ΒΥΖΑΝΤΙΝΑ ΣΥΜΜΕΙΚΤΑ 31; 554-555,OPEN,,byzantium
byzantium,The Oral Background of Byzantine Popular Poetry,"Jeffreys, Elizabeth; Jeffreys, Michael","The popular poetry of Byzantium first appears in the form of consistent surviving texts of some size in the middle of the twelfth century, at the courts of the emperors John Komnenos (1118-1143) and Manuel Komnenos (1143-1180).1 Little or no such poetry seems to survive from the thirteenth century, when Byzantine energies were occupied in the reconquest of Constantinople and other parts of the empire from the forces of the Fourth Crusade. The next preserved examples seem to date from early in the fourteenth century, and the popular poetic tradition then continues through to the end of Byzantium in 1453 and beyond. Insofar as evidence permits us to speak about the places in which this material was composed and written down, it seems that the westernruled states surviving from the Crusades on Greek lands were at least as fertile ground for its production as the area ruled by Byzantium, under the last dynasty of the Palaiologoi. The total volume is not large, but it covers a number of genres. We shall discuss in the conclusion of this paper the difficult question of the continuity of this tradition in Greece under Turkish rule.--Page 504. ; Elizabeth and Michael Jeffreys (University of Sydney) often work as a team in their investigations of Byzantine popular poetry, studies which regularly treat the oral tradition out of which these works emerged. Some of their numerous articles in this field are gathered together in Popular Literature in Byzantium (1983).",1986.0,,OPEN,,byzantium
byzantium,Byzantine court culture in the political and spiritual dimension,"Sokolova, Alla","The purpose of the article is to identify the characteristic specifics of the court culture of Byzantium and its correlation with the court culture of England in the first half of the XVII century. The research methodology assumes the unity of such methodological approaches as the system-historical and the analytical method. Systemic-historical and analytical methods make it possible to identify the court’s cultural traditions of Byzantium in the context of the political and spiritual sphere. The scientific novelty lies in the comparison of the Byzantine court culture with the court culture of England in the first half of the XVIIth century. Conclusions. Byzantine culture was a fusion of ancient Greek (Hellenistic), Roman, and distinctive Byzantine-Orthodox traditions. The duality of the cultural and spiritual sphere of the Byzantine Empire was expressed in the unity of opposites and the close interaction of the material and spiritual. In Byzantium, Orthodoxy was the cementing foundation. The court culture of Byzantium is a highly centralized hierarchical system. The Byzantine tradition of laudatory odes and musical and theatrical performances timed to coincide with the holidays of the Nativity of Christ and the Epiphany of Christ, can be correlated with the traditions of the court culture of England in the first half of the XVIIth century, where the glorification of the monarch and court entertainments of the Masque, as a spiritual and political unit, formed the fundamental basis of court culture in England.",2020.0,Crossref,OPEN,http://journals.uran.ua/visnyknakkkim/article/view/219127,byzantium
byzantium,"Book Review: Greek Medical Literature and its Readers from Hippocrates to Islam and Byzantium, edited by P. BOURAS -VALLIANATOS and S. XENOPHONTOS (Centre for Hellenic Studies, Kings’ College London), London 2018",,"Book Review: Greek Medical Literature and its Readers from Hippocrates to Islam and Byzantium, edited by P. Bouras -Vallianatos and S. Xenophontos (Centre for Hellenic Studies, Kings’ College London), London 2018",2020.0,Βυζαντινά  Σύμμεικτα; ΒΥΖΑΝΤΙΝΑ ΣΥΜΜΕΙΚΤΑ 30; 461-466,OPEN,,byzantium
byzantium,"Bibliographical Note: A. G. C. Savvides, “No rest for the wicked” [Isaiah 48:22 &amp; 57:21]. On Isaac Ducas Comnenus’ Cypriot “separatist” state (A.D.1184/5-1191): The last of the Cypriot revolts against Byzantium (Papazissis Publishers: Athens, 2019).",Peter EDBURY,"A. G. C. Savvides, “No rest for the wicked” [Isaiah 48:22 &amp; 57:21]. On Isaac Ducas Comnenus’ Cypriot “separatist” state (A.D.1184/5-1191): The last of the Cypriot revolts against Byzantium (Papazissis Publishers: Athens, 2019).",2021.0,,OPEN,https://doi.org/10.12681/byzsym.27942,byzantium
byzantium,"Βιβλιοκρισία:AL. BUCOSSI – AL. RODRIGUEZ-SUAREZ (eds.), John II Komnenos, Emperor of Byzantium: In the Shadow of Father and Son [Centre for Hellenic Studies, Publications 17], London – New York: Routledge 2016",,"Βιβλιοκρισία:Al. Bucossi – Al. Rodriguez-Suarez (eds.), John II Komnenos, Emperor of Byzantium: In the Shadow of Father and Son [Centre for Hellenic Studies, Publications 17], London – New York: Routledge 2016",2019.0,Byzantina  Symmeikta; BYZANTINA SYMMEIKTA 29; 469-474,OPEN,,byzantium
byzantium,"Beihammer, Constantinou, and Parani (eds.), Court Ceremonies and Rituals of Power in Byzantium and the Medieval Mediterranean: Comparative Perspectives (Brill, 2013)",Nicholas Matheou,"Review of Alexander Beihammer, Stavroula Constantinou, and Maria G. Parani, eds., Court Ceremonies and Rituals of Power in Byzantium and the Medieval Mediterranean: Comparative Perspectives (Leiden: Brill, 2013).",2015.0,Crossref,OPEN,https://doaj.org/article/3a2ead99315c4ab2a14413798cceed09,byzantium
byzantium,[Ophthalmology in Byzantium between the 4th and the 7th century].,"Lech, Bieganowski","The article presents the state of development of medicine and ophthalmology in Byzantium in the period between the 4th and the 7th century. It discusses the life and work of Oribasius, Alexander of Tralles, Aëtius from Amida and Paullus from Aegina. It underlines the contribution of Oribasius into the dissemination of knowledge of Galen's works. It was this physician and Alexander of Tralles as well as Aëtius from Amida that did not recommend the surgical treatment of cataract (e.g. hypochyma). Paullus from Aegina was an exception in this respect as he provided a detailed description of couching of cataractous lens (e.g. hypochyma). His description is more detailed and precise than the one provided 600 years earllier by Celsus.",2005.0,,OPEN,,byzantium
byzantium,"Book Review: Imperial Spheres and the Adriatic. Byzantium, the Carolingians and the Treaty of Aachen (812), ed. M. ANĈIĆ, J. SHEPARD and T. VEDRIŠ, London and New York: Routledge, Taylor &amp; Francis Group, 2018",Eleni TOUNTA,"Book Review: Imperial Spheres and the Adriatic. Byzantium, the Carolingians and the Treaty of Aachen (812), ed. M. ANĈIĆ, J. SHEPARD and T. VEDRIŠ, London and New York: Routledge, Taylor &amp; Francis Group, 2018",2019.0,Βυζαντινά  Σύμμεικτα; ΒΥΖΑΝΤΙΝΑ ΣΥΜΜΕΙΚΤΑ 29; 453-459,OPEN,https://ejournals.epublishing.ekt.gr/index.php/bz/article/view/21934,byzantium
byzantium,The Early Khazars and Turks in the Byzantium-Persian Wars of Late 6th and Early 7th Centuries,E S Galkina,"The article is devoted to the political and ethnic history of the Early Khazars and Göktürks in the Ciscaucasia and the problem of balance of forces in this region during the Byzantium-Persian Wars of late 6th and early 7th centuries. In the author's opinion based mainly on Arabic and Byzantine sources, the Western Turkic Khaganate was the main ally of the Byzantine Empire in these wars, and the Khazars remained a part of this Khaganate until at least 630.",2011.0,,OPEN,,byzantium
byzantium,Byzantium and the End of the Middle Ages,John Monfasani,"The fall of Constantinople in 1453 marked the end of Byzantium, but that is not when the Middle Ages ended. So this paper explores the rise of Byzantine studies as specifically part of the study of the Midlle Ages.",2019.0,Crossref,OPEN,https://doaj.org/article/d8254fb590c844a093236b1767045c1a,byzantium
dark ages,Inhibition of Advanced Glycation End Products Formation by Mangifera indica Leaf Extract,Kimihisa Itoh; Kazuya Murata; Nao Sakaguchi; Kohei Akai; Tomoka Yamaji; Kohsuke Shimizu; Kaoru Isaki; Tetsuya Matsukawa; Shinichiro Kajiyama; Masahiko Fumuro; Morio Iijima; Hideaki Matsuda,"The purpose of this study was to examine an inhibitory effect of mango leaf extracts on advanced glycation end products (AGEs) formation and to identify these active ingredients, and also to investigate a relationship between leaves maturation and the inhibitory activity. A methanolic extract of old dark green mango leaf extract (OML-ext) exhibited an inhibitory activity of AGEs formation in nonenzymatic glycation of albumin. The inhibitory activity of OML-ext was attributable to 3-C-β-D-glucosyl-2,4,4’,6-tetrahydroxybenzophenone (1), mangiferin (2) and chlorophyll. Inhibitory effect of young dark reddish brown mango leaf extract (YDL-ext) on AGEs formation was similar to that of OML-ext. The inhibitory activity of YDL-ext was attributable to 1 and 2, in addition, a part of the the activity of YDL-ext due to anthocyanins whose content is highest in young dark reddish brown mango leaves. Considering the amounts of leaves obtained from pruning, old dark green leaves may be a reasonable natural resource for the preparation of ingredients with inhibitory activity of AGEs formation.",2017.0,,OPEN,https://doi.org/10.5539/jps.v6n2p102,dark ages
dark ages,Dark-ages Reionization &amp; Galaxy Formation Simulation VIII. Suppressed growth of dark matter halos during the Epoch of Reionization,"QIN, YUXIANG; Duffy, Alan R.; Mutch, Simon J.; Poole, Gregory B.; Geil, Paul M.; Angel, Paul W.; Mesinger, Andrei; Wyithe, J. Stuart B.","We investigate how the hydrostatic suppression of baryonic accretion affects the growth rate of dark matter haloes during the Epoch of Reionization. By comparing halo properties in a simplistic hydrodynamic simulation in which gas only cools adiabatically, with its collisionless equivalent, we find that halo growth is slowed as hydrostatic forces prevent gas from collapsing. In our simulations, at the high redshifts relevant for reionization (between ~6 and ~11), haloes that host dwarf galaxies (≲109M⊙) can be reduced by up to a factor of 2 in mass due to the hydrostatic pressure of baryons. Consequently, the inclusion of baryonic effects reduces the amplitude of the low-mass tail of the halo mass function by factors of 2-4. In addition, we find that the fraction of baryons in dark matter haloes hosting dwarf galaxies at high redshift never exceeds ~90 per cent of the cosmic baryon fraction. When implementing baryonic processes, including cooling, star formation, supernova feedback and reionization, the suppression effects become more significant with further reductions of 30-60 per cent. Although convergence tests suggest that the suppression may become weaker in higher resolution simulations, this suppressed growth will be important for semi-analytic models of galaxy formation, in which the halo mass inherited from an underlying N-body simulation directly determines galaxy properties. Based on the adiabatic simulation, we provide tables to account for these effects in N-body simulations and present a modification of the halo mass function along with explanatory analytic calculations.",2017.0,Crossref,OPEN,https://doi.org/10.48550/arxiv.1701.03538,dark ages
dark ages,"GUY HALSALL, WORLDS OF ARTHUR. FACTS AND FICTIONS OF THE DARK AGES",Vlad Andrei Lazarescu,"Guy Halsall, Worlds of Arthur. Facts and Fictions of the Dark Ages, Oxford: University Press, 2014. 384 pp. (20 black and white halftones, 15 maps) ISBN 978–0–19–965817–6",2015.0,Crossref,OPEN,http://jaha.org.ro/index.php/JAHA/article/download/100/84,dark ages
dark ages,Constraining exotic dark matter models with the dark ages 21-cm signal,Rajesh Mondal; Rennan Barkana; Anastasia Fialkov,"ABSTRACT                The dark ages 21-cm signal is a powerful tool for precision cosmology and probing new physics. We study two non-standard models: an excess radio background (ERB) model (possibly generated by dark matter decay) and the millicharged dark matter (mDM) model. These models were inspired by the possible EDGES detection of a strong global 21-cm absorption during cosmic dawn, but more generally they provide a way to anticipate the potential discovery space. During the dark ages the 21-cm global signal in the ERB model reaches a saturated form for an amplitude Ar = 0.4, where Ar is the radio background intensity at cosmic dawn relative to the cosmic microwave background. This amplitude is one fifth of the minimum required to explain the EDGES signal, and corresponds to just 0.1 per cent of the observed extragalactic background; it would give a signal that can be detected at 5.9σ significance (compared to 4.1σ for the standard signal) and can be distinguished from the standard (no ERB) signal at 8.5σ, all with a 1000 h global signal measurement. The 21-cm power spectrum has potentially more information, but far greater resources would be required for comparable constraints. For the mDM model, over a range of viable parameters, the global signal detection significance would be $4.7-7.2\, \sigma$, and it could be distinguished from standard at $2.2-9.3\, \sigma$. With an array of global signal antennas achieving an effective 100 000 h integration, the significance would be 10× better. Our analysis helps motivate the development of lunar and space-based dark ages experiments.",2023.0,,OPEN,https://doi.org/10.1093/mnras/stad3317,dark ages
dark ages,The Impact of Foregrounds on Dark Ages Measurements with the Highly Redshifted 21 cm Line,Jonathan C. Pober; Willow Smith,"Abstract                Studies of the cosmic dark ages (30 ≲ z ≲ 150) using the highly redshifted 21 cm line of neutral hydrogen offer unparalleled amounts of cosmological information, and recent years have seen the refinement of concepts for such experiments (e.g., CoDEX and FarView), nominally feasible with technology and resources in the next one to two decades. This work studies how the “foreground wedge”—a term in the 21 cm cosmology literature referring to the contamination of power spectrum modes through the combination of smooth-spectrum foreground emission and the frequency-dependent point-spread function of a radio interferometer—manifests at these very high redshifts. We find the effect is more significant than at epoch of reionization redshifts targeted by current ground-based experiments, with foreground avoidance techniques (which discard all k modes falling within the wedge) typically losing 1 order of magnitude of sensitivity. Given the extreme faintness of the 21 cm signal from the cosmic dark ages and the very high sky temperatures (the dominant source of noise) at low radio frequencies, we conclude that some level of foreground subtraction will be necessary to enable dark ages 21 cm cosmology with experiments of the scale believed to be achievable in the near term.",2025.0,,OPEN,https://doi.org/10.48550/arxiv.2507.22993,dark ages
dark ages,[Christian ideals in the history of medical care].,"T J, Lee","Probably because the Renaissance period tended to be overglorified, people have even come to equate the ""Middle Ages"" with the ""Dark Ages"". But some writings have recently expressed positive views on the ""Middle Ages"" in history. The Christian teachings from the Middle Ages concerning the sick and the poor have undoubtedly contributed to forming the ideals of modern medical care. Today's medical facilities run especially by churches are expected to continue their services based on a biopsychosociomedical model rather than on a biomedical model.",1997.0,,OPEN,,dark ages
dark ages,Dark-ages reionization and galaxy formation simulation–XI. Clustering and halo masses of high redshift galaxies,Jaehong Park; Han-Seek Kim; Chuanwu Liu; Michele Trenti; Alan R. Duffy; Paul M. Geil; Simon J. Mutch; Gregory B. Poole; Andrei Mesinger; J. Stuart B. Wyithe,"We investigate the clustering properties of Lyman-break galaxies (LBGs) at z similar to 6 - 8. Using the semi-analytical model MERAXES constructed as part of the dark-ages reionization and galaxy-formation observables from numerical simulation (DRAGONS) project, we predict the angular correlation function (ACF) of LBGs at z similar to 6 - 8. Overall, we find that the predicted ACFs are in good agreement with recent measurements at z similar to 6 and z similar to 7.2 from observations consisting of the Hubble eXtreme Deep Field, the Hubble Ultra Deep Field and cosmic sssembly nearinfrared deep extragalactic legacy survey field. We confirm the dependence of clustering on luminosity, with more massive dark matter haloes hosting brighter galaxies, remains valid at high redshift. The predicted galaxy bias at fixed luminosity is found to increase with redshift, in agreement with observations. We find that LBGs of magnitude M-AB(1600) &lt; -19.4 at 6 less than or similar to z less than or similar to 8 reside in dark matter haloes of mean mass similar to 10(11.0)-10(11.5)M(circle dot), and this dark matter halo mass does not evolve significantly during reionisation.",2017.0,Crossref,OPEN,https://doi.org/10.1093/mnras/stx1884,dark ages
dark ages,Is skin autofluorescence (SAF) representative of dermal advanced glycation endproducts (AGEs) in dark skin? A pilot study,Isabella M. Atzeni; Jeltje Boersema; Hendri H. Pas; Gilles F.H. Diercks; Jean L.J.M. Scheijen; Casper G. Schalkwijk; Douwe J. Mulder; Piet van der Zee; Andries J. Smit,"Non-invasively assessed skin autofluorescence (SAF) measures advanced glycation endproducts (AGEs) in the dermis. SAF correlates with dermal AGEs in Caucasians and Asians, but studies in dark-skinned subjects are lacking. In this pilot we aimed to assess whether SAF signal is representative of intrinsic fluorescence (IF) and AGE accumulation in dark skin.Skin biopsies were obtained in 12 dark-skinned subjects (6 healthy subjects, median age 22 years; 6 diabetes mellitus (DM) subjects, 65 years). SAF was measured with the AGE Reader, IF using confocal microscopy, and AGE distribution with specific antibodies. CML and MG-H1 were quantified with UPLC-MS/MS and pentosidine with HPLC and fluorescent detection.SAF correlated with IF from the dermis (405nm, r = 0.58, p < 0.05), but not with CML (r = 0.54, p = 0.07). CML correlated with IF from the dermis (405nm, r = 0.90, p < 0.01). UV reflectance and the coefficient of variation of SAF were negatively correlated (r = -0.80, p < 0.01). CML and MG-H1 were predominantly present around blood vessels, in collagen and fibroblasts in the dermis.This proof of concept study is the first to compare non-invasive SAF with AGE levels measured in skin biopsies in dark-skinned subjects. SAF did not correlate with individual AGEs from biopsies, but was associated with IF. However, the intra-individual variance was high, limiting its application in dark-skinned subjects on an individual basis.",2020.0,Crossref,OPEN,https://doi.org/10.1016/j.heliyon.2020.e05364,dark ages
dark ages,The Young Ages of 70 μm Dark Clumps Inferred from Carbon Chain Chemistry,Kadin Worthen; Brian E. Svoboda; David S. Meier; Juergen Ott; Rachel Friesen; Jennifer Patience; Yancy Shirley,"Abstract                The physical conditions of the earliest environment of high-mass star formation are currently poorly understood. To that end, we present observations of the carbon chain molecules HC5N, CCS, and HC7N in the 22–25 GHz band toward 12 high-mass 70 μm dark clumps (SMDC) with the Karl G. Jansky Very Large Array. We detect HC5N and CCS toward 11 of these SMDC sources. We calculate column densities and abundances relative to H2 for HC5N and CCS. We do not find any clear HC7N detections in the 11 sources individually, but by stacking the HC7N spectra, we do detect HC7N on average in these sources. We also calculate the ratio of the column densities of HC5N to HC7N using the stacked spectra of both species. We compare our measured abundances of HC5N and our measured ratio of HC5N to HC7N to the UMIST dark cloud chemistry models to constrain an age for the gas assuming a fixed volume density and temperature. The chemical models favor a chemical evolutionary age &lt;1 Myr at densities of n(H2) ≈ 2 × 104 cm−3. The consistent carbon-chain detections and young model-derived ages support the conclusion that these 11 70 μm dark clumps lack high-mass protostars because they are young and not because they are inefficient and incapable of high-mass star formation.",2025.0,Crossref,OPEN,https://doi.org/10.3847/1538-4357/adabdd,dark ages
dark ages,Signature of primordial non-Gaussianity on the 21 cm power spectrum from dark ages,"Yamauchi, Daisuke","Abstract                We study the signature of primordial non-Gaussianity imprinted on the power spectrum of the 21 cm line differential brightness temperature during dark ages. Employing the perturbative treatment of gravitational clustering, we quantitatively estimate the effects of the non-Gaussian and one-loop corrections on the 21 cm power spectrum. The potential impact of the use of the 21 cm power spectrum for the constraint on local-type primordial non-Gaussianity is investigated based on the Fisher matrix analysis. Our results show that the 21 cm power spectrum for an array with a baseline of several tens of kilometers can constrain the primordial non-Gaussianity to a level severer than that from cosmic microwave background measurements, and its constraining power is stronger than that of the 21 cm bispectrum, while in the ultimate situation the 21 cm bispectrum eventually becomes more powerful.",2022.0,,OPEN,http://arxiv.org/abs/2203.15599,dark ages
dark ages,Light through the dark ages: The Arabist contribution to Western ophthalmology,Imran Haq; Humayun A Khatib,"Europe in the Middle Ages had descended into a dark period, and none more so than in the field of medicine. The rich heritage of the pagan Greeks had largely been ignored or forgotten by medieval Europe, and instead it was the early Arabist world that embraced and developed the Hellenistic medical teachings, emerging not only as guardians of the classical learning still existent, but also as pioneers and innovators, restricted only by the development in the associated fields. The Kahhal (), or Oculist or Eye Specialist, had a privileged place in royal households, especially during the Abbasid period, in contrast to the time of Galen, whose writings referred to ophthalmologists in a rather derogatory manner. This elevated standing in the medical profession allowed Arabist scholars to cultivate remarkably erudite techniques and exceptional texts, which were used until very recently.",2012.0,Crossref,OPEN,https://doi.org/10.4103/0974-620X.99367,dark ages
dark ages,"Stratigraphy, Crater Size–Frequency Distribution, and Chronology of Selected Areas of Ganymede’s Light and Dark Terrains",Namitha Rose Baby; Roland J. Wagner; Katrin Stephan; Thomas Kenkmann,"Abstract                The stratigraphy of the largest natural satellite of our solar system, Ganymede, is investigated using available global mosaic (basemap) and high-resolution images. We are focusing on the reconstruction of the formation and tectonic evolution of selected areas of dark and light terrain units and investigate their morphological characteristics and relative ages at a local scale using high-resolution images from the sub-Jovian and anti-Jovian hemispheres. For this, geological maps and crater size–frequency distributions for each of the terrain units were prepared, and relative as well as absolute ages were derived by applying the currently available lunar-derived impact chronology model and the Jupiter-family comet chronology model. The relative ages obtained from the cross-cutting relationships of terrain units are not always consistent with the ages derived from the crater size–frequency distributions. Some regions are influenced by secondary and sesquinary craters and tectonic resurfacing activities. Independent of the applied model, the derived crater size–frequency distribution showed that the light terrain started to form soon after the completion of dark terrain formation.",2023.0,Crossref,OPEN,https://doi.org/10.3847/psj/acebed,dark ages
dark ages,Halos in Dark Ages: Formation and Chemistry,B. Novosyadlyj; V. Shulga; W. Han; Yu. Kulinich; M. Tsizh,"Abstract                Formation of halos in the dark ages from initial spherical perturbations is analyzed in a four-component universe (dark matter, dark energy, baryonic matter, and radiation) in the approximation of relativistic hydrodynamics. Evolution of density and velocity perturbations of each component is obtained by integration of a system of nine differential equations from z = 108 up to virialization, which is described phenomenologically. It is shown that the number density of dark matter halos with masses M ∼ 108–109                   M                   ⊙ virialized at z ∼ 10 is close to the number density of galaxies in comoving coordinates. The dynamical dark energy of classical scalar field type does not significantly influence the evolution of the other components, but dark energy with a small value of effective sound speed can affect the final halo state. Simultaneously, the formation/dissociation of the first molecules has been analyzed in the halos that are forming. The results show that number densities of molecules H2 and HD at the moment of halo virialization are ∼103 and ∼400 times larger, respectively, than on a uniformly expanding background. This is caused by increased density and rates of reactions at quasi-linear and nonlinear evolution stages of density and velocity of the baryonic component of halos. It is shown also that the temperature history of the halo is important for calculating the concentration of molecular ions with low binding energy. Hence, in a halo with virial temperature ∼105 K the number density of the molecular ion HeH+ is approximately 100 times smaller than that on the cosmological background.",2018.0,,OPEN,https://doi.org/10.48550/arxiv.1808.00375,dark ages
dark ages,Dark-ages reionization and galaxy formation simulation – XII. Bubbles at dawn,"Geil, Paul M.; Mutch, Simon J.; Poole, Gregory B.; Duffy, Alan R.; Mesinger, Andrei; Wyithe, J. Stuart B.","The direct detection of regions of ionized hydrogen (HII) has been suggested as a promising probe of cosmic reionization. Observing the redshifted 21-cm signal of hydrogen from the epoch of reionization (EoR) is a key scientific driver behind new-generation, low-frequency radio interferometers. We investigate the feasibility of combining low-frequency observations with the Square Kilometre Array and near infra-red survey data of the Wide-Field Infrared Survey Telescope to detect cosmic reionization by imaging H (II) bubbles surrounding massive galaxies during the cosmic dawn. While individual bubbles will be too small to be detected, we find that by stacking redshifted 21-cm spectra centred on known galaxies, it will be possible to directly detect the EoR at z similar to 9-12, and to place qualitative constraints on the evolution of the spin temperature of the intergalactic medium (IGM) at z similar or equal to 9. In particular, given a detection of ionized bubbles using this technique, it is possible to determine if the IGM surrounding them is typically in absorption or emission. Determining the globally averaged neutral fraction of the IGM using this method will prove more difficult due to degeneracy with the average size of HII regions.",2017.0,Crossref,OPEN,https://doi.org/10.1093/MNRAS/STX1841,dark ages
dark ages,Dark-ages reionization and galaxy formation simulation V: morphology and statistical signatures of reionization,"Geil, Paul M.; Mutch, Simon J.; Poole, Gregory B.; Angel, Paul W.; Duffy, Alan R.; Mesinger, Andrei; Wyithe, J. Stuart B.","We use the Dark-ages, Reionization And Galaxy formation Observables from Numerical Simulations (DRAGONS) framework to investigate the effect of galaxy formation physics on the morphology and statistics of ionized hydrogen (H II) regions during the Epoch of Reioinization (EoR). DRAGONS self-consistently couples a semi-analytic galaxy formation model with the inhomogeneous ionizing UV background, and can therefore be used to study the dependence of morphology and statistics of reionization on feedback phenomena of the ionizing source galaxy population. Changes in galaxy formation physics modify the sizes of H II regions and the amplitude and shape of 21-cm power spectra. Of the galaxy physics investigated, we find that supernova feedback plays the most important role in reionization, with H II regions up to ≈20 per cent smaller and a fractional difference in the amplitude of power spectra of up to ≈17 per cent at fixed ionized fraction in the absence of this feedback. We compare our galaxy formation-based reionization models with past calculations that assume constant stellar-to-halo mass ratios and find that with the correct choice of minimum halo mass, such models can mimic the predicted reionization morphology. Reionization morphology at fixed neutral fraction is therefore not uniquely determined by the details of galaxy formation, but is sensitive to the mass of the haloes hosting the bulk of the ionizing sources. Simple EoR parametrizations are therefore accurate predictors of reionization statistics. However, a complete understanding of reionization using future 21-cm observations will require interpretation with realistic galaxy formation models, in combination with other observations.",2016.0,Crossref,OPEN,https://doi.org/10.25916/sut.26227148,dark ages
dark ages,Dark-ages reionization and galaxy formation simulation – IV. UV luminosity functions of high-redshift galaxies,"Liu, Chuanwu; Mutch, Simon J.; Angel, P. W.; Duffy, Alan R.; Geil, Paul M.; Poole, Gregory B.; Mesinger, Andrei; Wyithe, J. Stuart B.","In this paper, we present calculations of the UV luminosity function (LF) from the Dark-ages Reionization And Galaxy-formation Observables from Numerical Simulations project, which combines N-body, semi-analytic and seminumerical modelling designed to study galaxy formation during the Epoch of Reionization. Using galaxy formation physics including supernova feedback, the model naturally reproduces the UV LFs for high-redshift star-forming galaxies from z ̃ 5 through to z ̃ 10. We investigate the luminosity-star formation rate (SFR) relation, finding that variable SFR histories of galaxies result in a scatter around the median relation of 0.1-0.3 dex depending on UV luminosity. We find close agreement between the model and observationally derived SFR functions. We use our calculated luminosities to investigate the LF below current detection limits, and the ionizing photon budget for reionization. We predict that the slope of the UV LF remains steep below current detection limits and becomes flat at MUV ≳ -14. We find that 48 (17) per cent of the total UV flux at z ̃ 6 (10) has been detected above an observational limit of MUV ̃ -17, and that galaxies fainter than MUV ̃ -17 are the main source of ionizing photons for reionization. We investigate the luminosity-stellar mass relation, and find a correlation for galaxies with MUV 〈 -14 that has the form M_{ast } ∝ 10^{-0.47M_UV}, in good agreement with observations, but which flattens for fainter galaxies. We determine the luminosity-halo mass relation to be M_vir ∝ 10^{-0.35M_UV}, finding that galaxies with MUV = -20 reside in host dark matter haloes of 1011.0±0.1 M☉ at z ̃ 6, and that this mass decreases towards high redshift.",2016.0,Crossref,OPEN,https://doi.org/10.1093/mnras/stw1015,dark ages
