title,abstract,keywords,year,journal_title,license,link,query
"In the footsteps of Euthydemus. Preliminary report for archaeological survey in the Baysun District (South Uzbekistan), Season 2018","The extensive archaeological surface survey conducted by the Czech -Uzbek team in the Baysun Mountains (south Uzbekistan) that started in spring 2017 continued a year later, in April and May 2018. Its aim was to detect archaeological sites of the Hellenistic period, as well as to verify the dating and interpretation of already known settlements in the given district and thus to extend and refine the archaeological map of Southern Uzbekistan. This report brings basic overview of the thus gained archaeological data.","baysun mountains, darband wall, urface survey, bactria, hellenistic period",2019,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2020/02/Ladislav_Stanco_%E2%80%93_Shapulat_Shaydullaev_et-al_141-172.pdf,bactria
An Investigation into the Pantheon in Bactrian Economic Documents,"In the 90s, a remarkable number of manuscripts were found in Northern Afghanistan, including economic documents, legal documents, and letters, which have become an important resource for academic studies. This paper aims to investigate the Bactrian pantheon as reflected in the economic documents of this collection. At first, these economic documents and the pantheon mentioned in them are introduced. After that, the names of the gods that were commonly used in people’s names are studied, and finally the gods of the Bactrian pantheon are discussed in detail. The conclusion is that the names of the gods in the Bactrian pantheon are not Indian but Iranian, and also the gods themselves are rather pre-Zoroastrian than originally Zoroastrian.","bactria, economic documents, pantheon, pre-zoroastrian",2016,Religious Inquiries,,https://ri.urd.ac.ir/article_43974_e017bc5b9cea79f219e1f4da47e19941.pdf,bactria
Investigating the Efficiency of Simple Aqueous Extract of Nigella Sativa Activity Against Serratia Marcescens Bactria,"Nigella sativa seeds is considered as a very effective treatment for a variety of human diseases in traditional medicine worldwide with low human toxicity. Serratia marcescens pathogenic species, a Gram-negative, opportunistic bacteria, are widespread and distributed in the human environment with considered resistance to different types of antibiotics. Extraction was performed on 12.5 gm. /150 ml of Nigella seeds using rotary evaporator. Different time periods for extraction were applied (1-4 hours) with different temperature ranges of 50 °C to 60 °C performed separately for each time period. The 3 and 4 hours extraction period at 60 °C for seeds was effective against Serratia marcescens with inhibition zone of 11.18 and 12.27 mm respectively. Nigella seeds could be a promising inhibitor with enhanced activity against Serratia marcescens. Water extraction was efficient and effective at 60 °C, with extraction period of 2-3 hours for seeds. No activity recorded below this temperature.","nigella sativa, serratia marcescens, water nigella extract activity, treatment of serratia marcescens with nigella sativa.",2020,Al-Mustansiriyah Journal of Science,,http://mjs.uomustansiriyah.edu.iq/ojs1/index.php/MJS/article/view/859,bactria
ALEXANDRIA OXIANA: HISTORIOGRAPHIC ASPECT,"In the process of conquering various regions of the East, Alexander of Macedon founded many cities, some of which were named in his honor. They performed various functions, including being the mainstay of the power of the Greco-Macedonians. Central Asia was no exception. The ancient geographer Claudius Ptolemy in his work mentioned the city of Alexandria Oxiana. In the historiography of the issue, two stages are clearly distinguished. In the irst of them, which can be attributed to the irst half of the 20th century, the attention of researchers was concentrated on the analysis of data from ancient and medieval written, geographical sources. To solve this issue, the materials of archaeological research obtained in the second half of the 20th century are of paramount importance. There are several theories on the whereabouts of Alexandria, which are based on the analysis of archaeological data. P. Bernard believed that this city was on the site of Ai-Khanoum. In 1965, a Greek city was opened with magniicent examples of Hellenistic culture and art. Somewhat later, the French researcher abandoned his theory. The analysis of materials from Ai-Khanoum shows that it was erected during the reign of the Seleucid dynasty. Sh. R. Pidaev identifies Alexandria with the settlement of Old Termez. However, the analysis of the obtained archaeological materials does not allow agreeing with this opinion. Some Tajik scholars see Alexandria on the site of Kulyab, and as evidence they mainly cite a small collection of ceramics collected in stratigraphic pits. According to the author of this article, E. V. Rtveladze hypothesis should be recognized as the most convincing that Kampyrtepa is the city founded by Alexander the Great. Studies carried out here revealed the cultural layer of the 4th century BC and gave a general idea of the Hellenistic settlement of the era of Alexander's campaigns in Central Asia. At the same time, it should be recognized that the issue of the localization of Alexandria at this time cannot be inally resolved. It cannot be ruled out that the city could be located in Sogdian, neighboring Bactria, and was erected with the aim of possibly suppressing uprisings in the region.","central asia, alexandria oxiana, historiography, old termez, ai khanoum, kulyab, kampyrtepa",2021,Гуманитарные и юридические исследования,,https://humanitieslaw.ncfu.ru/jour/article/view/178,bactria
The Effect of Vermicompost and Biological Fertilizer Application on Seed Yield and Yield Components of Basil (Ocimum basilicum L.),"To study the effect of vermicompost and biological fertilizers on seed yield and yield components of basil, an experiment based on complete randomized block design with three replications was conducted in Mashhad during cropping season of 2009-2010.The treatments were: vermicompost, nitroxin (Azotobacter and Azospirillum), bio phosphorus(Pseudomonas and Bacillus), vermicompost + nitroxin, vermicompost + bio phosphorus, nitroxin + bio phosphorus, vermicompost + nitroxin + bio phosphorus, chemical fertilizer (N.P.K), and control (no fertilizer). The results showed that the highest of plant height (57.66cm), lateral branch in plant (17.6 branch), number of flower per plant (38 flower), number of flower cycle per plant (231.6 cycle), number of seed per flower cycle (16 seed), 1000 seed weight (1.89 g) and seed weight per plant (10.22 g) were obtained with vermicompost + nitroxin treatment. But, the difference of this treatment with vermicompost + nitroxin + bio phosphorus treatment, except lateral branch per plant, was not significant. The highest of seed yield (1939.1 kg/ha) and biological yield (15183.3 kg/ha) obtained by using vermicompost + nitroxin + bio phosphorus treatment. This study showed that the effect of biological fertilizer combined with vermicompost on seed yield and yield components of basil was higher than chemical fertilizer and control (no fertilizer).","Bactria, Fertilizer, sustainable agriculture, yield",2012,Ikufīziyuluzhī-i Giyāhān-i Zirā̒ī,,http://jcep.iaut.ac.ir/article_516972_f8403d12eaee1926e8f8ecf79049012e.pdf,bactria
In vitro antibacterial activity of selected plant extracts against Escherichia coli and Staphylococcus aureus bacterial strains,"Abstract Escherichia coli (E. coli) ATCC 25922 and Staphylococcus aureus (S. aureus) ATCC 29213 have been reported to exhibit resistance to commercial antibiotics worldwide. This study investigated plant-based alternatives to antibiotics against E. coli ATCC 25922 and S. aureus ATCC 29213. Six plants (Astragalus sarcocolla, Commiphora myrrha, Salvia officinalis, Cuminum cyminum, Ziziphus spina-christi, and Hibiscus sabdariffa) were selected based on their traditional use in Saudi Arabia. Ethanolic extracts of these plants were prepared to perform disk diffusion on Muller–Hinton agar. Two experiments were conducted. In the first experiment, filter paper discs impregnated with the extracts were placed on E. coli and S. aureus culture plates and then incubated at 37 °C for 18–24 h. Based on the initial screening results, a second experiment was conducted to determine the most effective dose. Hibiscus sabdariffa and S. officinalis exhibited the most significant (P < 0.001) antibacterial activity among the tested plants. Hibiscus sabdariffa demonstrated significant antibacterial activity against E. coli and S. aureus, with mean inhibition zones of 15.0 mm (± 4.2 SD) and 8.11 mm (± 1.5 SD), respectively, while S. officinalis showed mean inhibition zones of 29.5 mm (± 8.4 SD) and 26.33 mm (± 9.9 SD) for E. coli and S. aureus, respectively. Higher concentrations (50 mg/ml and 30 mg/ml) of S. officinalis and H. sabdariffa showed greater antibacterial activity than the 5 mg/ml concentration. These findings suggest the potential of S. officinalis and H. sabdariffa as natural remedies to combat bacterial infections.","Staphylococcus aureus, Escherichia coli, Bactria, Bacterial resistance, Antibacterial activity, Plant extracts",2025,Discover Applied Sciences,,https://doi.org/10.1007/s42452-025-06730-x,bactria
"Preliminary Report for the Archaeological Survey in the Baysun District (South Uzbekistan), Season 2017","This report represents an overview of the archaeological data that were acquired by the extensive archae‑ ological surface survey conducted by the Czech‑Uzbek team in the Baysun Mountains, south Uzbekistan, especially on the ridges of Sarymas, Susiztag and Alamli, as well as in the adjacent valleys, in spring 2017. The work focused predominantly on the detecting of ancient roads, fortifications and places of refuge.","Baysun Mountains, Darband, Machay, surface survey, Bactria",2018,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2019/01/Ladislav_Stanco_%E2%80%93_Shapulat_Shaydullaev_%E2%80%93_Anna_Augustinova_%E2%80%93_Jakub_Havlik_%E2%80%93_Tomas_Smely_%E2%80%93_Alisher_Shaydullaev_%E2%80%93_Odiljon_Khamidov_%E2%80%93_Vlastimil_Novak_134-157_full_res.pdf,bactria
A Fight to Reclaim the Central Asian Frontier. The Seleucid and Parthian Rivalry in the 230s BC,"This article investigates the initial conflict between the Parthians and Seleucids in the late 230s BC that established a much longer period of rivalry between these opposing forces. Arsaces I founded the independent Parthian kingdom in northeastern Iran during a period of geopolitical crisis throughout the Hellenistic Middle East. Although he successfully removed and replaced the rebellious Seleucid satrap in the region and quickly integrated his followers into the local aristocracy, the Parthian state remained vulnerable. The Parthians could expect some form of imminent Seleucid retaliation if the war between Seleucus II and his brother Antiochus Hierax subsided. This article reconsiders the eastern campaign of Seleucus against the Parthians to appreciate better the agency and accomplishments of the Parthians. It challenges the tradition that the Parthians were weak and acted cowardly. Instead, it concludes that the Parthians proved resourceful, clever, and triumphant.","parthians, parthia, bactria, arsacids, seleucids, central asia, middle east, hellenistic",2021,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2021/10/Nikolaus_Leo_Overtoom_105-118.pdf,bactria
An Unusual Khotanese Terracotta Head from the Sherabad Oasis,"This paper deals with a newly found terracotta head from the Sherabad District, southern Uzbekistan. Its probable origin in the eastern Turkestan region of Khotan as well as its iconographic peculiarities and their interpretation is discussed.","Terracotta, clay figurine, Bactria, Tokharistan, Khotan, Babatepa, Late Antiquity",2015,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2016/05/8-Ladislav_Stanco_218-226.pdf,bactria
Kurgans of the Eastern Kugitang Piedmonts. Preliminary Report on Excavations in Seasons 2015–2017,"In its three field seasons between 2015 and 2017 the Czech‑Uzbekistani archaeological mission has focused on the area of the eastern Kugitang piedmonts, especially the Paskhurt Valley (southern Uzbekistan) in order to examine its historical cultural development. As one of the simultaneous activities, excavations of various selected kurgans and kurgan‑like features, which were newly detected in the area have been undertaken. Special attention was paid to the connection between kurgans and settlement sites nearby, particularly those of the Yaz I period (Early Iron Age Period, late 2nd millennium BC). Three kurgans of the Yaz I period have been uncovered, however their purpose was not identified with a sepulchral use, but rather with a ritual one. Besides the excavation of – in local terms – larger kurgans at the site of Kayrit 1, lesser simple stone structures were also excavated.","Kurgans, Yaz I Culture, Central Asia, Bactria",2018,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2019/01/Jakub_Havlik_%E2%80%93_Ladislav_Stanco_%E2%80%93_Jan_Kysela_%E2%80%93_Petra_Cejnarova_%E2%80%93_Hana_Havlikova_%E2%80%93_Tatiana_Votroubekova_183-206_full_res.pdf,bactria
"Western, Eastern, both, or neither? Translocalism as alternative approach to syncretism and hybridity in Hellenistic Bactria","Ideas of Hellenistic Central Asia as a cultural melting pot, resulting from the fusion of Eastern and Western cultures after Alexander the Great, continue to have considerable scholarly and popular appeal. While the Western component of the supposed melting pot generally stands for Greek influence as a dynamic actuating force, the Eastern component often seems to refer not to ‘eastern’ from a Bactrian perspective, but rather to a static idea of continuous local culture – essentialized as Eastern from a classical Mediterranean -centred point of view. Focused on the Niched Temple at Ai Khanoum and the Oxus Temple at Takht -i Sangin, this paper aims to rethink conventional taxonomies of ‘Western’, ‘Eastern’, and the convenient ‘hybrid’ by examining cultural interaction and religious syncretism from a translocal approach, sharpened by the situated perspective of communities of practice. Communities of practice are formed by people who share a set of practices which are learned by doing. Consideration of such communities not only grants analytical space for actors with different levels of learned participation but also for various potential identifications beyond ethno -geographical ones. This article explores the concept for Hellenistic Bactria and addresses heuristic problems of common assumptions of community and identity while drawing attention to various synchronous interactions and forms of identifications behind etically identified Hellenism, syncretism, and hybridity.","hellenistic bactria, ai khanoum, temple with indented niches, takht -i sangin, oxus temple, identity, syncretism, hybridity, translocalism, community of practice",2023,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2023/12/Milinda_Hoo_124-150.pdf,bactria
Paleopathology of Bactria-Margiana archaeological complex and some adjacent territories. A short overview,"The article provides a brief overview of the paleopathological data on the population of the Bactria-Margiana archaeological complex (BMAC) and some adjacent regions (sites from the territory of Iran and Pakistan). In addition to the literature review, the results of a formalized comparison of some ancient groups according to the frequency of occurrence of several stress markers using correspondence analysis are presented. Based on this results, groups from the Margiana (Gonur-depe) and Bactria oases (Buston VI), are the closest to each other, as well as to the series from the territory of Iran and the Harappian sample. The mechanisms of adaptation to the influencial environmental biological and social factors, judging from the paleopathological data, differed significantly from the agricultural and pastoral population (Andronovo culture). At the same time, the Central Asian oases population (BMAC), samples from the territory of the Iranian plateau and the Indus valley demonstrate an obvious similarity of the pathological status. Local specificity can be considered as a result of the peculiarities of the course of adaptive processes in different environmental conditions, on the one hand, and as a fact caused by inter-researchers errors, on the other. In general, the given data correspond to those in the «idealized model of subsistence systems correlates with demography and health» for agricultural populations proposed by J. Lukacs. However, high frequency of infectious diseases does not find a clear «osteological» reflection in the material from most of the BMAC sites and sites from adjacent territories.","paleopathology, stress markers, Chalcolithic, Bronze Age, Bactria-Margiana archaeological complex, Central Asia, Iran, Indus Valley",2018,"Вестник археологии, антропологии и этнографии",,http://www.ipdn.ru/va-en/_private/a41/enga41-2-1.htm,bactria
"De la théorie à la pratique, les travaux de Jean-Claude Gardin en Asie centrale","The article presents a personal working experience with Jean-Claude Gardin in Afghanistan. It first deals when he was implementing his theories on the codification of potery using the ceramic material from Aï Khanoum, and then, when, heading a survey in Eastern Bactria, he was elaborating his book A theoretical archaeology. The article shows the methodical and rigorous mind that characterized Jean-Claude Gardin, and its great efficiency in the field.",bactria,2016,Les Nouvelles de l’Archéologie,,http://journals.openedition.org/nda/3468,bactria
Domestic donkey (Equus asinus asinus) at Gonur Depe and its distribution in the Ancient East,"The domestic donkey (Equus asinus asinus) is a hardy, versatile working animal. This species still plays an important role in the traditional economy of the peoples of Central Asia and adjacent regions. At the same time, very little is known about the ways in which this domestic species appeared in the region and the nature of its use in the early historical epochs. The morphological features of ancient donkeys are also poorly studied. It is assumed that donkeys appear in the Middle East in the 4th millennium BC. Zooarchaeological data shows that the ancient population of Turkmenistan did not breed the donkey until the Late Bronze Age. Equid bones found at Chalcolithic, Early and Middle Bronze Age sites belong to the onager (Equus hemionus). Donkey bones first appeared in the materials from the excavations of the sites of the Bactria-Margiana Archaeological Culture (BMAC). One of the most famous site of BMAC is Gonur Depe, the administrative and ceremonial center of ancient Margiana. It is located in the ancient delta of the Murghab River. Gonur Depe dates from 2500 till 1500 BC. The protourban center includes two main sites — North and South Gonur. During the excavation at Gonur, 142 individual bones and 9 complete skeletons of the domestic donkey were found. Perhaps the isolated donkey bones fell into the trash layers during the destruction of the ritual objects. No traces of purposeful slaughter of these animals and consumption of their meat were found. The donkey skeletons were found inside the human burials or in associated structures, although there are independent burials of these animals as well. So, for example, at the area 8, the donkey, surrounded by ceramic vessels was placed in a tomb made of adobe bricks. In the burials 3200 and 3900, the skeletons of donkeys were found alongside the skeletons of double-humped camels and remains of four-wheeled wagons. In total, 4 burials with carts were found at Gonur, where the skeletons of camels are always present, whereas only in two of them — the skeletons of donkeys. It is possible that the bulls and camels were main draft animals of the Gonur people, while the donkeys mainly played the role of a pack and riding animals. The height at the withers of the Gonur donkeys, reconstructed on the basis of measurements of the complete skeletons, was 115–120 cms. These were animals of average size for their species.","bactria-margiana archaeological culture, turkmenistan, bronze age, equids, burials with animals",2022,"Вестник археологии, антропологии и этнографии",,http://www.ipdn.ru/_private/a58/104-116.pdf,bactria
The effects of bio priming on some of germination index of Faridan accession of Pimpinella anisum L. under drought stress,"In order to investigate seed bio-priming effects on some germination index of Pimpinella anisum L. under drought stress, this research was done in genetic lab at Agriculture department of Yasouj University. The experiment was factorial with two factor based on CRD design in 4 replications and in each Petri dishe 30 seeds were planted. First factor was seed bio-priming with nine level (on bio-priming, 4 Bactria strain (P.fluorescent), fluorescent (CHA0), 1) P.F (, 2) P.F (, 16) B (and 52 (B)) and 4 strain of T.harzianum (T29, T32, T43, T36 and T39) and second factor include osmotic potential of drought stress in 3 levels (0, -3 and -6 bar). The evaluated traits in this study included germination percentage, germination rate, seedling length, dry weight, seedling vigour index (weight and length) and alometric coefficient. Results of test showed that increasing drought stress, decreased seed germination indexes, and bio-priming couldn’t improve these indexes than non-priming seeds, therefore in each of drought stress potential, T36 has the maximum germination percentage (83.88), germination rate (4.7), seedling length vigor index (10), seedling dry weight (8.07), and seedling weight vigor index (15.25) and not primed seeds have the lowest amount of this traits. According to the results, it can be stated that the application of bio-priming treatment can moderately reduce the adverse effects of drought stress in the germination stage of pimpinella anisum L.","pimpinella anisum l, bio-priming, germination percentage, drought stress",2020,علوم و فناوری بذر ایران,,https://ijsst.areeo.ac.ir/article_121758_f5cf2871dbdd25806d608a6dfbd225f6.pdf,bactria
Preliminary Report on the Excavations at Burgut Kurgan in 2015,"This text summarizes the preliminary results of the first season of archaeological excavations at the site of Burgut Kurgan in Pashkhurt Valley, south Uzbekistan, which were conducted by the Czech -Uzbekistani- -French team in 2015. The site represents a unique walled settlement of the transitional period between the Late Bronze and Early Iron Age of southern Central Asia.","Burgut Kurgan, excavations, Bactria, Yaz I culture, Early Iron Age, Late Bronze Age",2016,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2017/01/Ladislav_Stanco_et_al_86-111_pl.pdf,bactria
Identification and investigation of transposable elements in the Iranian bactrian camel genomes,"About half of the human genome is covered by repetitive sequences. These sequences have a large share in the other mammalian genomes, therefore studying this part of the genome can provide researchers valuable information on evolution. The aim of this study was to sequencing and assembly the whole genome of Iranian Bactrian camels to identify transposable elements and their distribution in the genome of this species. In addition, the results of Iranian Bactrian camels were compared with non-Iranian Bactrian camels and dromedary camels. Materials and methods In this study, the whole genome of six Iranian Bactrian camels was sequenced to transposable elements identification. Iranian Bactrian camel whole genome sequenced using Illumina HiSeq 2000 system in paired-end. FastQC and Trimmomatic software were used to quality control and quality filtering of raw sequencing reads, respectively. CLC Genomics Workbench (CLC Bio, Aarhus, Denmark) was used to de novo assembly of trimmed reads. Also, we used the RepeatMasker program to search for transposable elements using a homology-based method. Results Results of the assembling of sequenced genomes showed that the genome size in these samples ranged from 1.9 to 1.97 Gb. In the present study, the percentage of transposable elements for six Iranian Bactrian camels was 29.89% on average of the whole genome. The percentage of LINE sequences for the Iranian Bactrian camel was 17.58% on average. So, these sequences were considered as the largest group of transposable elements in the Bactrian camel in this study. SINE elements showed a lower number in comparison with LINEs. So that, only 3.45% of the total Bactria camel genome length was dedicated to the SINEs. In accordance with the results of Iranian dromedary camels, no Alu element was identified in the genome of Iranian Bactrian camels. Conclusion Shortage of genomic and biological information about camels is one of the inhibiting factors in advancing the breeding goals and programs. Although this study is not enough alone, it can be a step towards starting the production of genomic data for camels. Continuing this kind of study and integrating biological and genomic information will provide the ground for the start of modern breeding in Iranian camels.","iranian bactrian camel, repetitive sequences, transposable elements, whole genome sequencing",2021,مجله بیوتکنولوژی کشاورزی,,https://jab.uk.ac.ir/article_2776_f5d05e19b509b1b0282dcb500a40c90c.pdf,bactria
"The Iron Gate and its environs in the Hellenistic period. Preliminary report for archaeological research in the Baysun District (South Uzbekistan), Season 2019","is report summarizes the starting points, methods and results of the archaeological research of the Czech-Uzbek team investigating the Hellenistic selements in the vicinity of Darband, in the upper reaches of the Sherabad Darya, in the Baysun District of southern Uzbekistan in season 2019. A significant amount of archaeological material has been obtained using a systematic surface metal detector survey and targeted excavations of a limited scope. We were able to confirm that some of these sites, such as Daganajam Tepa and perhaps also Mirzali, were inhabited only in the Hellenistic period, while in the case of the others, a selement in the 3rd and 2nd centuries BC was only one of their occupation phases (Kapchigay Tepa, Darband wall).","darband wall, surface survey, metal detectors, bactria, hellenistic period, baysun mountains, kugitang piedmonts",2022,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2023/02/Ladislav_Stanco_et_al_91-114.pdf,bactria
Terra multiplex et varia natura. On the settlement patterns of Bactria in the Hellenistic Period,"The proposed study aims to investigate the character of settlement transformation in ancient Bactria (upper Amu Darya basin) during the period following the conquest of Alexander the Great. This transformation is addressed by the comparison of settlement development in the two regions of Bactria, its north -western part in present -day Uzbekistan and the so -called Eastern Bactria in present -day Afghanistan, based on archaeological evidence. Attention is devoted mainly to the quantitative analysis of settlement sites attributed by previous researchers to the Achaemenid and Hellenistic periods on the one hand, and the evaluation of settlement hierarchy and spatial distribution changes on the other. The conducted analysis illustrates a massive settlement abandonment posterior to the fall of the Persian Empire. However, the results of the study suggest that the Hellenistic eastern Bactria, commonly associated with a high level of involvement of the new elites coming from outside, also exhibited many traits of structural continuity with the preceding period represented by a general settlement dispersal and reutilization of both, previous fortified centres and irrigation networks. On the other hand, interest in fortification and the settling of new areas at higher altitudes are clearly characteristic of the Hellenistic Bactria as a whole.","central asia, bactria, achaemenid empire, seleucid empire, hellenism, settlement archaeology, settlement patterns",2021,Studia Hercynia,,https://studiahercynia.ff.cuni.cz/wp-content/uploads/sites/79/2022/03/Jakub_Havlik_9-41.pdf,bactria
L’amphithéâtre de Reims/Durocortorum : nouveaux éléments de localisation et de datation,"The amphitheater represents one of the most emblematic urban buildings in Antiquity. During the Roman period, the ancient city of Reims/Durocortorum, having been elevated to the rank of provincial capital for Gallia Belgica, required construction of one such urban monument. Although the existence of this building in Reims is not mentioned in ancient literary sources, the study of later texts seems to indicate that it was located to the north, on the edge of the city, beyond the Porte de Mars, and that it was still in use in the 13th c. for military inspections. However, other, later sources also indicate that the building was almost completely destroyed in the 16th c. and that it disappeared entirely at the end of the modern era. Its memory was preserved with the bestowal of the toponym “Mont d’Araisne.” Several ancient plans either directly mention or allude to the presence of this amphitheater. In 2007-2008, the installation of a new tramway line presented the opportunity to excavate this area, specifically along the outskirts of the current Saint-Thomas church. This operation brought to light the presence of two curvilinear walls, almost entirely recovered at the end of Antiquity, and filled in between by a thick chalk backfill. These architectural remains are interpreted as constituting the wall of the ancient amphitheater, on the one hand, and an esplanade surrounded by a peribolos wall, on the other. Under this platform and within its vicinity, the remains of an earlier occupation are sufficiently well preserved to reconstruct its organization. These remains attest to the presence of palisaded plots of land whereon buildings with cellars were established. Abundant material goods were retrieved, primarily ceramics (2,757 fragments, minimum number of individuals [MNI]: 216), discarded in the fillings of the hollow structures at the time of the abandonment of these early settlements, prior to the construction of the performance building. The range of ceramics consists mainly of Italic or Gallic-type terra sigillata vessels, as well as Gallo-Belgian style objects. The analysis of this material allows us to propose a chronological connection and approximate date for the construction of the amphitheater. Firstly, this evaluation led to the association of this assemblage with other collections from the area. When examined together, they define and delineate the scope of the overview IV, in terms of the evolution of ancient tableware in Reims. Careful observation of the different proportions of the categories and types of ceramics in the corpus, as well as in other contemporary Reims reference contexts now allows us to subdivide this scope in two. The corpus of material goods from the levels corresponding to the abandonment of the structures and preceding the construction of the amphitheater is consistent with the most recent phase. If the three coins present alongside this material do not appear to indicate a date before the beginning of the 1st c. AD, the other coins associated with these levels allow us to propose a dating between 15-20 and 40-45 AD and, for the most recent phase, between 30 and 40-45 AD. Thus, according to the data collected from this excavation, the Reims amphitheater was most likely built during the second quarter of the 1st c., during Tiberius’ principate. Based on this proposal, the Reims amphitheater appears to have been built during the first construction phase of buildings dedicated to performance in the Roman Empire, concurrently, or shortly after the erection of the amphitheaters of Lyon (Rhône) and Saintes (Charente-Maritime), two other capitals of Gaul. Though knowledge about the amphitheater itself remains very limited, the location of and date of foundation for this emblematic monument of Roman culture in Reims now appear to have been identified thanks to this excavation.",roman gaul,2022,Gallia,,https://journals.openedition.org/gallia/6524,roman gaul
Les mortiers et enduits des sites gallo-romains en Bourgogne,"This paper concentrates on the mason’s technical inheritance in Roman Gaul, more particularly on the nature of the technical practices, their appearance and evolution. The results obtained on the mortars and coatings found in Burgundy make it possible to highlight the fundamental parameters which lead the craftsman to establish the composition of its material : if the nature of the raw materials is firstly imposed by the geological environment, the choice of the recipes is initially dictated by technical traditions (relations between function and composition of material).","Lime, gallo-roman mortars, typochronology, hydraulics, joints refilled",2006,Revue Archéologique de l’Est,,https://journals.openedition.org/rae/332,roman gaul
L’origine transalpina della V Alaudae e della legio Martia,"Asterix and Obelix would have been astonished to know that their southern cousins, the Transalpini of Gallia ulterior, were glad and proud to serve Caesar under the eagle and the standards of a Roman legion. They would have been astonished as much at being informed that Roman citizens of the southern Gaul were already so grown in number as to enhance the army of Caesar with their own legion. Asterix and Obelix, unfortunately for our French friends, were not real, but these legions were. The large renown of V Alaudae has something overshadowed both Caesar’s other legion from Gallia Transalpina and the historical meaning of his choices in the sensitive field of legionary recruitment. This paper will deal with both issues in order to acknowledge once more Caesar’s political and military genius. It will also explain how six legions came to be called Gallica and why just two of them retained the original name.",roman gaul,2020,Nuova Antologia Militare,,https://www.tabedizioni.it/web/content/34289,roman gaul
"As Comunidades Rurais da Gália Tardo-Romana: consumo, ascensão social e crise","Este artigo tem como problema central a compreensão dos padrões de vida das comunidades rurais do Norte da Gália tardo-romana. Inicialmente apresenta uma reflexão teórica sobre as definições conceituais utilizadas e o impacto da mudança de paradigma no estudo da sociedade e economia tardo-romana (do “Declí­nio e Queda” para o da “Continuidade da Romanitas”) sobre o estudo das comunidades rurais. Em seguida problematiza a cultura material das regiões rurais em termos de fenômenos visí­veis e invisí­veis e, a seguir, analisa dados oriundos de estabelecimentos rurais observando e propondo alguns modelos de interpretação das relações sociais, econômicas e culturais em algumas regiões da Gália romana. O artigo conclui propondo a elaboração de modelos e categorias que, a partir de uma compreensão mais fina das comunidades rurais, possam representar também de forma mais complexa suas formas de organização comunitária.","rural communities, peasantry, gaul, roman empire, rural establishments",2021,Sociedades Precapitalistas,,https://www.sociedadesprecapitalistas.fahce.unlp.edu.ar/article/view/10599,roman gaul
